"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"	"Treatment"
120	42	4	2	4	"FSR"
120	43	3	2	3	"FSR"
120	44	5	1	5	"FSR"
120	45	3	1	3	"FSR"
120	46	3	1	3	"FSR"
120	47	3	2	3	"FSR"
120	48	3	0	3	"FSR"
120	49	3	0	3	"FSR"
120	50	2	0	2	"FSR"
120	51	4	0	4	"FSR"
120	52	4	1	4	"FSR"
120	53	4	0	4	"FSR"
120	54	4	1	4	"FSR"
120	55	3	1	3	"FSR"
120	56	5	0	5	"FSR"
120	57	3	1	3	"FSR"
120	58	3	0	3	"FSR"
120	59	2	1	2	"FSR"
120	60	4	1	4	"FSR"
120	61	4	3	4	"FSR"
120	62	3	2	3	"FSR"
120	63	4	1	4	"FSR"
120	64	4	2	4	"FSR"
120	65	3	2	3	"FSR"
120	66	3	3	3	"FSR"
120	67	3	1	3	"FSR"
120	68	4	3	4	"FSR"
120	69	3	0	3	"FSR"
120	70	3	1	3	"FSR"
120	71	3	0	3	"FSR"
120	72	4	0	4	"FSR"
120	73	3	0	3	"FSR"
120	74	3	1	3	"FSR"
120	75	4	3	4	"FSR"
120	76	3	1	3	"FSR"
120	77	3	1	3	"FSR"
120	78	4	2	4	"FSR"
120	79	4	4	4	"FSR"
120	80	4	2	4	"FSR"
120	81	3	2	3	"FSR"
120	82	4	3	4	"FSR"
120	83	3	1	3	"FSR"
120	84	3	1	3	"FSR"
120	85	4	1	4	"FSR"
120	86	3	1	3	"FSR"
120	87	3	0	3	"FSR"
120	88	3	1	3	"FSR"
120	89	4	1	4	"FSR"
120	90	3	2	3	"FSR"
120	91	4	2	4	"FSR"
120	92	4	0	4	"FSR"
120	93	3	1	3	"FSR"
120	94	4	2	4	"FSR"
120	95	4	2	4	"FSR"
120	96	3	2	3	"FSR"
120	97	3	0	3	"FSR"
120	98	3	1	3	"FSR"
120	99	4	2	4	"FSR"
120	100	4	2	4	"FSR"
120	101	3	1	3	"FSR"
120	102	3	2	3	"FSR"
120	103	3	1	3	"FSR"
120	104	4	1	4	"FSR"
120	105	3	2	3	"FSR"
120	106	3	3	3	"FSR"
120	107	3	1	3	"FSR"
120	108	2	1	2	"FSR"
120	109	2	0	2	"FSR"
120	110	4	2	4	"FSR"
120	111	3	1	3	"FSR"
120	112	3	1	3	"FSR"
120	113	3	2	3	"FSR"
120	114	3	2	3	"FSR"
120	115	4	1	4	"FSR"
120	116	3	0	3	"FSR"
120	117	4	1	4	"FSR"
120	118	4	0	4	"FSR"
120	119	3	2	3	"FSR"
120	120	3	0	3	"FSR"
130	1	5	0	5	"FSR"
130	2	6	0	6	"FSR"
130	3	6	0	6	"FSR"
130	4	6	0	6	"FSR"
130	5	6	0	6	"FSR"
130	6	5	0	5	"FSR"
130	7	5	0	5	"FSR"
130	8	6	0	6	"FSR"
130	9	6	1	6	"FSR"
130	10	5	0	5	"FSR"
130	11	6	0	6	"FSR"
130	12	6	2	6	"FSR"
130	13	7	0	7	"FSR"
130	14	6	0	6	"FSR"
130	15	7	0	7	"FSR"
130	16	6	1	6	"FSR"
130	17	6	2	6	"FSR"
130	18	6	1	6	"FSR"
130	19	6	0	6	"FSR"
130	20	6	0	6	"FSR"
130	21	7	2	7	"FSR"
130	22	6	0	6	"FSR"
130	23	6	2	6	"FSR"
130	24	6	2	6	"FSR"
130	25	6	2	6	"FSR"
130	26	6	0	6	"FSR"
130	27	6	3	6	"FSR"
130	28	6	0	6	"FSR"
130	29	6	3	6	"FSR"
130	30	6	1	6	"FSR"
130	31	6	0	6	"FSR"
130	32	6	1	6	"FSR"
130	33	6	0	6	"FSR"
130	34	6	1	6	"FSR"
130	35	6	1	6	"FSR"
130	36	6	1	6	"FSR"
130	37	6	0	6	"FSR"
130	38	6	1	6	"FSR"
130	39	4	2	4	"FSR"
130	40	4	0	4	"FSR"
130	41	7	0	7	"FSR"
130	42	6	1	6	"FSR"
130	43	6	2	6	"FSR"
130	44	5	2	5	"FSR"
130	45	6	1	6	"FSR"
130	46	7	2	7	"FSR"
130	47	6	1	6	"FSR"
130	48	6	1	6	"FSR"
130	49	6	3	6	"FSR"
130	50	5	1	5	"FSR"
130	51	6	1	6	"FSR"
130	52	6	3	6	"FSR"
130	53	5	1	5	"FSR"
130	54	6	2	6	"FSR"
130	55	6	1	6	"FSR"
130	56	6	1	6	"FSR"
130	57	6	2	6	"FSR"
130	58	5	4	5	"FSR"
130	59	6	0	6	"FSR"
130	60	5	0	5	"FSR"
130	61	6	2	6	"FSR"
130	62	6	2	6	"FSR"
130	63	6	3	6	"FSR"
130	64	6	3	6	"FSR"
130	65	6	2	6	"FSR"
130	66	6	3	6	"FSR"
130	67	6	5	6	"FSR"
130	68	6	2	6	"FSR"
130	69	6	2	6	"FSR"
130	70	6	1	6	"FSR"
130	71	6	2	6	"FSR"
130	72	6	1	6	"FSR"
130	73	6	2	6	"FSR"
130	74	6	2	6	"FSR"
130	75	6	2	6	"FSR"
130	76	6	2	6	"FSR"
130	77	6	4	6	"FSR"
130	78	5	0	5	"FSR"
130	79	5	2	5	"FSR"
130	80	6	2	6	"FSR"
130	81	6	3	6	"FSR"
130	82	5	1	5	"FSR"
130	83	6	3	6	"FSR"
130	84	6	3	6	"FSR"
130	85	4	2	4	"FSR"
130	86	6	3	6	"FSR"
130	87	5	3	5	"FSR"
130	88	7	3	7	"FSR"
130	89	6	3	6	"FSR"
130	90	6	4	6	"FSR"
130	91	5	3	5	"FSR"
130	92	6	2	6	"FSR"
130	93	5	3	5	"FSR"
130	94	6	3	6	"FSR"
130	95	6	5	6	"FSR"
130	96	6	3	6	"FSR"
130	97	6	1	6	"FSR"
130	98	6	4	6	"FSR"
130	99	5	2	5	"FSR"
130	100	6	2	6	"FSR"
130	101	6	1	6	"FSR"
130	102	6	3	6	"FSR"
130	103	6	2	6	"FSR"
130	104	7	2	7	"FSR"
130	105	5	3	5	"FSR"
130	106	6	2	6	"FSR"
130	107	5	2	5	"FSR"
130	108	6	4	6	"FSR"
130	109	5	3	5	"FSR"
130	110	7	3	7	"FSR"
130	111	6	3	6	"FSR"
130	112	5	2	5	"FSR"
130	113	6	4	6	"FSR"
130	114	5	4	5	"FSR"
130	115	4	3	4	"FSR"
130	116	4	1	4	"FSR"
130	117	5	2	5	"FSR"
130	118	6	3	6	"FSR"
130	119	6	4	6	"FSR"
130	120	6	3	6	"FSR"
130	121	5	4	5	"FSR"
130	122	5	2	5	"FSR"
130	123	7	3	7	"FSR"
130	124	6	4	6	"FSR"
130	125	6	5	6	"FSR"
130	126	5	4	5	"FSR"
130	127	6	5	6	"FSR"
130	128	6	3	6	"FSR"
130	129	6	4	6	"FSR"
130	130	5	2	5	"FSR"
140	1	5	0	5	"FSR"
140	2	6	0	6	"FSR"
140	3	6	0	6	"FSR"
140	4	6	0	6	"FSR"
140	5	6	0	6	"FSR"
140	6	6	0	6	"FSR"
140	7	5	0	5	"FSR"
140	8	6	0	6	"FSR"
140	9	6	0	6	"FSR"
140	10	6	1	6	"FSR"
140	11	5	0	5	"FSR"
140	12	6	0	6	"FSR"
140	13	6	1	6	"FSR"
140	14	5	0	5	"FSR"
140	15	6	1	6	"FSR"
140	16	6	1	6	"FSR"
140	17	5	0	5	"FSR"
140	18	5	1	5	"FSR"
140	19	5	1	5	"FSR"
140	20	6	1	6	"FSR"
140	21	6	0	6	"FSR"
140	22	6	0	6	"FSR"
140	23	6	2	6	"FSR"
140	24	6	0	6	"FSR"
140	25	6	2	6	"FSR"
140	26	6	1	6	"FSR"
140	27	6	0	6	"FSR"
140	28	6	2	6	"FSR"
140	29	6	0	6	"FSR"
140	30	6	0	6	"FSR"
140	31	5	0	5	"FSR"
140	32	6	2	6	"FSR"
140	33	6	0	6	"FSR"
140	34	6	0	6	"FSR"
140	35	6	1	6	"FSR"
140	36	5	2	5	"FSR"
140	37	6	0	6	"FSR"
140	38	7	2	7	"FSR"
140	39	6	4	6	"FSR"
140	40	5	0	5	"FSR"
140	41	5	2	5	"FSR"
140	42	5	0	5	"FSR"
140	43	6	2	6	"FSR"
140	44	6	1	6	"FSR"
140	45	6	3	6	"FSR"
140	46	6	3	6	"FSR"
140	47	5	1	5	"FSR"
140	48	5	0	5	"FSR"
140	49	6	2	6	"FSR"
140	50	6	1	6	"FSR"
140	51	7	4	7	"FSR"
140	52	6	1	6	"FSR"
140	53	6	2	6	"FSR"
140	54	6	3	6	"FSR"
140	55	5	0	5	"FSR"
140	56	6	3	6	"FSR"
140	57	6	1	6	"FSR"
140	58	5	1	5	"FSR"
140	59	4	0	4	"FSR"
140	60	5	3	5	"FSR"
140	61	5	3	5	"FSR"
140	62	6	1	6	"FSR"
140	63	6	2	6	"FSR"
140	64	7	1	7	"FSR"
140	65	6	4	6	"FSR"
140	66	6	2	6	"FSR"
140	67	5	2	5	"FSR"
140	68	6	3	6	"FSR"
140	69	6	2	6	"FSR"
140	70	6	2	6	"FSR"
140	71	5	1	5	"FSR"
140	72	6	0	6	"FSR"
140	73	6	2	6	"FSR"
140	74	5	1	5	"FSR"
140	75	6	2	6	"FSR"
140	76	5	1	5	"FSR"
140	77	6	1	6	"FSR"
140	78	6	4	6	"FSR"
140	79	6	2	6	"FSR"
140	80	6	2	6	"FSR"
140	81	6	3	6	"FSR"
140	82	6	2	6	"FSR"
140	83	5	2	5	"FSR"
140	84	5	2	5	"FSR"
140	85	6	4	6	"FSR"
140	86	6	3	6	"FSR"
140	87	6	3	6	"FSR"
140	88	6	4	6	"FSR"
140	89	5	2	5	"FSR"
140	90	5	0	5	"FSR"
140	91	6	1	6	"FSR"
140	92	5	2	5	"FSR"
140	93	6	3	6	"FSR"
140	94	6	4	6	"FSR"
140	95	6	2	6	"FSR"
140	96	5	4	5	"FSR"
140	97	6	1	6	"FSR"
140	98	6	2	6	"FSR"
140	99	6	1	6	"FSR"
140	100	6	5	6	"FSR"
140	101	6	5	6	"FSR"
140	102	5	4	5	"FSR"
140	103	6	2	6	"FSR"
140	104	6	3	6	"FSR"
140	105	6	3	6	"FSR"
140	106	5	1	5	"FSR"
140	107	6	2	6	"FSR"
140	108	6	3	6	"FSR"
140	109	6	1	6	"FSR"
140	110	6	1	6	"FSR"
140	111	6	3	6	"FSR"
140	112	6	3	6	"FSR"
140	113	5	2	5	"FSR"
140	114	5	2	5	"FSR"
140	115	6	3	6	"FSR"
140	116	6	3	6	"FSR"
140	117	6	4	6	"FSR"
140	118	6	1	6	"FSR"
140	119	6	2	6	"FSR"
140	120	6	3	6	"FSR"
140	121	5	2	5	"FSR"
140	122	6	0	6	"FSR"
140	123	6	4	6	"FSR"
140	124	6	4	6	"FSR"
140	125	6	1	6	"FSR"
140	126	6	2	6	"FSR"
140	127	6	1	6	"FSR"
140	128	6	5	6	"FSR"
140	129	6	2	6	"FSR"
140	130	6	3	6	"FSR"
140	131	6	2	6	"FSR"
140	132	5	3	5	"FSR"
140	133	6	3	6	"FSR"
140	134	4	0	4	"FSR"
140	135	6	5	6	"FSR"
140	136	4	2	4	"FSR"
140	137	6	2	6	"FSR"
140	138	6	4	6	"FSR"
140	139	5	0	5	"FSR"
140	140	6	1	6	"FSR"
150	1	9	0	9	"FSR"
150	2	8	0	8	"FSR"
150	3	9	0	9	"FSR"
150	4	8	0	8	"FSR"
150	5	8	0	8	"FSR"
150	6	8	1	8	"FSR"
150	7	9	0	9	"FSR"
150	8	8	2	8	"FSR"
150	9	8	0	8	"FSR"
150	10	8	1	8	"FSR"
150	11	9	0	9	"FSR"
150	12	9	2	9	"FSR"
150	13	9	0	9	"FSR"
150	14	8	0	8	"FSR"
150	15	9	1	9	"FSR"
150	16	8	1	8	"FSR"
150	17	9	1	9	"FSR"
150	18	9	2	9	"FSR"
150	19	8	1	8	"FSR"
150	20	8	1	8	"FSR"
150	21	9	1	9	"FSR"
150	22	7	1	7	"FSR"
150	23	9	3	9	"FSR"
150	24	9	2	9	"FSR"
150	25	9	2	9	"FSR"
150	26	9	4	9	"FSR"
150	27	8	0	8	"FSR"
150	28	9	1	9	"FSR"
150	29	8	5	8	"FSR"
150	30	8	3	8	"FSR"
150	31	8	2	8	"FSR"
150	32	9	1	9	"FSR"
150	33	9	1	9	"FSR"
150	34	9	2	9	"FSR"
150	35	7	5	7	"FSR"
150	36	9	2	9	"FSR"
150	37	7	1	7	"FSR"
150	38	9	3	9	"FSR"
150	39	9	2	9	"FSR"
150	40	9	4	9	"FSR"
150	41	7	1	7	"FSR"
150	42	8	2	8	"FSR"
150	43	8	3	8	"FSR"
150	44	7	2	7	"FSR"
150	45	9	5	9	"FSR"
150	46	8	1	8	"FSR"
150	47	7	3	7	"FSR"
150	48	9	3	9	"FSR"
150	49	8	4	8	"FSR"
150	50	8	4	8	"FSR"
150	51	7	3	7	"FSR"
150	52	8	2	8	"FSR"
150	53	8	2	8	"FSR"
150	54	9	1	9	"FSR"
150	55	9	4	9	"FSR"
150	56	8	3	8	"FSR"
150	57	8	1	8	"FSR"
150	58	9	2	9	"FSR"
150	59	8	3	8	"FSR"
150	60	8	1	8	"FSR"
150	61	9	5	9	"FSR"
150	62	8	2	8	"FSR"
150	63	8	2	8	"FSR"
150	64	8	1	8	"FSR"
150	65	8	2	8	"FSR"
150	66	9	4	9	"FSR"
150	67	7	3	7	"FSR"
150	68	8	2	8	"FSR"
150	69	9	4	9	"FSR"
150	70	8	6	8	"FSR"
150	71	9	3	9	"FSR"
150	72	8	2	8	"FSR"
150	73	9	5	9	"FSR"
150	74	9	3	9	"FSR"
150	75	9	3	9	"FSR"
150	76	9	5	9	"FSR"
150	77	9	5	9	"FSR"
150	78	9	2	9	"FSR"
150	79	7	5	7	"FSR"
150	80	8	3	8	"FSR"
150	81	9	5	9	"FSR"
150	82	8	2	8	"FSR"
150	83	8	3	8	"FSR"
150	84	9	5	9	"FSR"
150	85	9	1	9	"FSR"
150	86	8	5	8	"FSR"
150	87	7	4	7	"FSR"
150	88	8	3	8	"FSR"
150	89	9	6	9	"FSR"
150	90	8	2	8	"FSR"
150	91	6	1	6	"FSR"
150	92	8	4	8	"FSR"
150	93	8	3	8	"FSR"
150	94	7	5	7	"FSR"
150	95	7	5	7	"FSR"
150	96	9	6	9	"FSR"
150	97	7	2	7	"FSR"
150	98	8	3	8	"FSR"
150	99	8	3	8	"FSR"
150	100	7	5	7	"FSR"
150	101	8	5	8	"FSR"
150	102	7	5	7	"FSR"
150	103	8	3	8	"FSR"
150	104	9	4	9	"FSR"
150	105	8	2	8	"FSR"
150	106	7	5	7	"FSR"
150	107	9	9	9	"FSR"
150	108	9	6	9	"FSR"
150	109	8	6	8	"FSR"
150	110	7	3	7	"FSR"
150	111	9	5	9	"FSR"
150	112	7	2	7	"FSR"
150	113	9	5	9	"FSR"
150	114	9	3	9	"FSR"
150	115	7	3	7	"FSR"
150	116	8	4	8	"FSR"
150	117	7	3	7	"FSR"
150	118	9	6	9	"FSR"
150	119	8	5	8	"FSR"
150	120	8	8	8	"FSR"
150	121	8	2	8	"FSR"
150	122	7	4	7	"FSR"
150	123	6	3	6	"FSR"
150	124	8	3	8	"FSR"
150	125	8	5	8	"FSR"
150	126	9	2	9	"FSR"
150	127	7	3	7	"FSR"
150	128	8	3	8	"FSR"
150	129	7	4	7	"FSR"
150	130	9	6	9	"FSR"
150	131	9	6	9	"FSR"
150	132	8	3	8	"FSR"
150	133	9	6	9	"FSR"
150	134	9	5	9	"FSR"
150	135	8	4	8	"FSR"
150	136	7	3	7	"FSR"
150	137	9	5	9	"FSR"
150	138	8	7	8	"FSR"
150	139	8	4	8	"FSR"
150	140	8	4	8	"FSR"
150	141	7	3	7	"FSR"
150	142	7	4	7	"FSR"
150	143	7	4	7	"FSR"
150	144	6	4	6	"FSR"
150	145	8	2	8	"FSR"
150	146	8	5	8	"FSR"
150	147	8	6	8	"FSR"
150	148	8	6	8	"FSR"
150	149	8	5	8	"FSR"
150	150	8	5	8	"FSR"
160	1	8	0	8	"FSR"
160	2	8	0	8	"FSR"
160	3	8	0	8	"FSR"
160	4	8	1	8	"FSR"
160	5	8	1	8	"FSR"
160	6	8	0	8	"FSR"
160	7	8	1	8	"FSR"
160	8	8	1	8	"FSR"
160	9	9	0	9	"FSR"
160	10	7	0	7	"FSR"
160	11	8	0	8	"FSR"
160	12	7	0	7	"FSR"
160	13	6	1	6	"FSR"
160	14	8	1	8	"FSR"
160	15	8	1	8	"FSR"
160	16	7	2	7	"FSR"
160	17	6	1	6	"FSR"
160	18	7	0	7	"FSR"
160	19	8	1	8	"FSR"
160	20	8	0	8	"FSR"
160	21	8	2	8	"FSR"
160	22	8	2	8	"FSR"
160	23	8	0	8	"FSR"
160	24	8	3	8	"FSR"
160	25	6	2	6	"FSR"
160	26	7	2	7	"FSR"
160	27	7	1	7	"FSR"
160	28	8	2	8	"FSR"
160	29	8	1	8	"FSR"
160	30	8	2	8	"FSR"
160	31	8	2	8	"FSR"
160	32	8	0	8	"FSR"
160	33	8	0	8	"FSR"
160	34	8	3	8	"FSR"
160	35	8	1	8	"FSR"
160	36	8	2	8	"FSR"
160	37	7	0	7	"FSR"
160	38	7	2	7	"FSR"
160	39	8	3	8	"FSR"
160	40	8	3	8	"FSR"
160	41	8	3	8	"FSR"
160	42	8	1	8	"FSR"
160	43	6	1	6	"FSR"
160	44	7	2	7	"FSR"
160	45	8	1	8	"FSR"
160	46	8	3	8	"FSR"
160	47	7	3	7	"FSR"
160	48	7	3	7	"FSR"
160	49	7	3	7	"FSR"
160	50	8	5	8	"FSR"
160	51	6	5	6	"FSR"
160	52	8	2	8	"FSR"
160	53	7	2	7	"FSR"
160	54	7	1	7	"FSR"
160	55	7	2	7	"FSR"
160	56	7	2	7	"FSR"
160	57	7	1	7	"FSR"
160	58	7	1	7	"FSR"
160	59	8	2	8	"FSR"
160	60	7	2	7	"FSR"
160	61	6	2	6	"FSR"
160	62	6	2	6	"FSR"
160	63	7	4	7	"FSR"
160	64	7	3	7	"FSR"
160	65	8	3	8	"FSR"
160	66	8	3	8	"FSR"
160	67	8	2	8	"FSR"
160	68	6	0	6	"FSR"
160	69	7	3	7	"FSR"
160	70	7	2	7	"FSR"
160	71	8	5	8	"FSR"
160	72	7	2	7	"FSR"
160	73	7	1	7	"FSR"
160	74	7	2	7	"FSR"
160	75	7	3	7	"FSR"
160	76	7	2	7	"FSR"
160	77	6	3	6	"FSR"
160	78	6	3	6	"FSR"
160	79	8	5	8	"FSR"
160	80	6	3	6	"FSR"
160	81	5	3	5	"FSR"
160	82	7	1	7	"FSR"
160	83	8	5	8	"FSR"
160	84	7	4	7	"FSR"
160	85	7	2	7	"FSR"
160	86	7	3	7	"FSR"
160	87	8	1	8	"FSR"
160	88	7	2	7	"FSR"
160	89	8	5	8	"FSR"
160	90	7	5	7	"FSR"
160	91	6	4	6	"FSR"
160	92	7	3	7	"FSR"
160	93	7	3	7	"FSR"
160	94	7	4	7	"FSR"
160	95	8	5	8	"FSR"
160	96	6	2	6	"FSR"
160	97	6	2	6	"FSR"
160	98	8	5	8	"FSR"
160	99	7	4	7	"FSR"
160	100	8	3	8	"FSR"
160	101	8	3	8	"FSR"
160	102	7	4	7	"FSR"
160	103	8	2	8	"FSR"
160	104	7	3	7	"FSR"
160	105	7	3	7	"FSR"
160	106	7	5	7	"FSR"
160	107	7	3	7	"FSR"
160	108	6	4	6	"FSR"
160	109	5	1	5	"FSR"
160	110	7	3	7	"FSR"
160	111	7	3	7	"FSR"
160	112	7	4	7	"FSR"
160	113	7	3	7	"FSR"
160	114	7	1	7	"FSR"
160	115	7	3	7	"FSR"
160	116	8	6	8	"FSR"
160	117	6	4	6	"FSR"
160	118	7	5	7	"FSR"
160	119	7	5	7	"FSR"
160	120	5	5	5	"FSR"
160	121	7	2	7	"FSR"
160	122	6	3	6	"FSR"
160	123	7	3	7	"FSR"
160	124	6	3	6	"FSR"
160	125	8	5	8	"FSR"
160	126	7	1	7	"FSR"
160	127	7	5	7	"FSR"
160	128	8	2	8	"FSR"
160	129	7	4	7	"FSR"
160	130	8	4	8	"FSR"
160	131	8	5	8	"FSR"
160	132	8	4	8	"FSR"
160	133	7	4	7	"FSR"
160	134	7	3	7	"FSR"
160	135	8	4	8	"FSR"
160	136	8	4	8	"FSR"
160	137	7	3	7	"FSR"
160	138	6	5	6	"FSR"
160	139	7	4	7	"FSR"
160	140	8	4	8	"FSR"
160	141	8	4	8	"FSR"
160	142	8	5	8	"FSR"
160	143	7	2	7	"FSR"
160	144	6	4	6	"FSR"
160	145	7	3	7	"FSR"
160	146	7	4	7	"FSR"
160	147	6	1	6	"FSR"
160	148	7	3	7	"FSR"
160	149	8	3	8	"FSR"
160	150	7	5	7	"FSR"
160	151	7	3	7	"FSR"
160	152	7	3	7	"FSR"
160	153	6	3	6	"FSR"
160	154	7	4	7	"FSR"
160	155	6	4	6	"FSR"
160	156	6	5	6	"FSR"
160	157	7	4	7	"FSR"
160	158	7	5	7	"FSR"
160	159	5	2	5	"FSR"
160	160	8	6	8	"FSR"
170	1	8	0	8	"FSR"
170	2	6	0	6	"FSR"
170	3	7	0	7	"FSR"
170	4	8	0	8	"FSR"
170	5	7	0	7	"FSR"
170	6	7	0	7	"FSR"
170	7	7	1	7	"FSR"
170	8	7	0	7	"FSR"
170	9	8	1	8	"FSR"
170	10	6	0	6	"FSR"
170	11	7	2	7	"FSR"
170	12	7	0	7	"FSR"
170	13	9	0	9	"FSR"
170	14	8	0	8	"FSR"
170	15	7	1	7	"FSR"
170	16	6	1	6	"FSR"
170	17	5	2	5	"FSR"
170	18	7	1	7	"FSR"
170	19	6	0	6	"FSR"
170	20	8	3	8	"FSR"
170	21	8	1	8	"FSR"
170	22	6	0	6	"FSR"
170	23	6	1	6	"FSR"
170	24	7	1	7	"FSR"
170	25	6	1	6	"FSR"
170	26	7	0	7	"FSR"
170	27	7	0	7	"FSR"
170	28	7	2	7	"FSR"
170	29	8	0	8	"FSR"
170	30	4	0	4	"FSR"
170	31	4	1	4	"FSR"
170	32	8	2	8	"FSR"
170	33	7	2	7	"FSR"
170	34	6	1	6	"FSR"
170	35	6	1	6	"FSR"
170	36	8	4	8	"FSR"
170	37	6	1	6	"FSR"
170	38	5	1	5	"FSR"
170	39	7	1	7	"FSR"
170	40	8	2	8	"FSR"
170	41	6	1	6	"FSR"
170	42	6	0	6	"FSR"
170	43	6	0	6	"FSR"
170	44	7	0	7	"FSR"
170	45	7	2	7	"FSR"
170	46	7	3	7	"FSR"
170	47	6	2	6	"FSR"
170	48	7	4	7	"FSR"
170	49	7	1	7	"FSR"
170	50	6	2	6	"FSR"
170	51	7	0	7	"FSR"
170	52	5	1	5	"FSR"
170	53	7	0	7	"FSR"
170	54	8	4	8	"FSR"
170	55	5	1	5	"FSR"
170	56	7	2	7	"FSR"
170	57	7	3	7	"FSR"
170	58	8	1	8	"FSR"
170	59	4	1	4	"FSR"
170	60	6	1	6	"FSR"
170	61	7	0	7	"FSR"
170	62	7	1	7	"FSR"
170	63	8	4	8	"FSR"
170	64	4	0	4	"FSR"
170	65	5	1	5	"FSR"
170	66	7	2	7	"FSR"
170	67	7	4	7	"FSR"
170	68	5	3	5	"FSR"
170	69	7	0	7	"FSR"
170	70	7	2	7	"FSR"
170	71	7	4	7	"FSR"
170	72	5	2	5	"FSR"
170	73	8	2	8	"FSR"
170	74	7	2	7	"FSR"
170	75	7	3	7	"FSR"
170	76	6	0	6	"FSR"
170	77	7	2	7	"FSR"
170	78	7	3	7	"FSR"
170	79	8	2	8	"FSR"
170	80	8	4	8	"FSR"
170	81	6	3	6	"FSR"
170	82	7	1	7	"FSR"
170	83	7	4	7	"FSR"
170	84	7	1	7	"FSR"
170	85	6	1	6	"FSR"
170	86	6	1	6	"FSR"
170	87	7	5	7	"FSR"
170	88	8	3	8	"FSR"
170	89	7	3	7	"FSR"
170	90	8	4	8	"FSR"
170	91	5	2	5	"FSR"
170	92	6	2	6	"FSR"
170	93	8	2	8	"FSR"
170	94	7	2	7	"FSR"
170	95	6	2	6	"FSR"
170	96	6	2	6	"FSR"
170	97	5	2	5	"FSR"
170	98	7	3	7	"FSR"
170	99	6	1	6	"FSR"
170	100	8	3	8	"FSR"
170	101	6	2	6	"FSR"
170	102	5	2	5	"FSR"
170	103	7	4	7	"FSR"
170	104	7	5	7	"FSR"
170	105	6	0	6	"FSR"
170	106	7	2	7	"FSR"
170	107	6	4	6	"FSR"
170	108	5	3	5	"FSR"
170	109	7	0	7	"FSR"
170	110	6	3	6	"FSR"
170	111	8	3	8	"FSR"
170	112	5	1	5	"FSR"
170	113	6	2	6	"FSR"
170	114	6	2	6	"FSR"
170	115	7	1	7	"FSR"
170	116	7	2	7	"FSR"
170	117	8	1	8	"FSR"
170	118	5	4	5	"FSR"
170	119	8	3	8	"FSR"
170	120	7	3	7	"FSR"
170	121	7	6	7	"FSR"
170	122	7	3	7	"FSR"
170	123	6	5	6	"FSR"
170	124	7	3	7	"FSR"
170	125	6	1	6	"FSR"
170	126	8	4	8	"FSR"
170	127	7	4	7	"FSR"
170	128	7	4	7	"FSR"
170	129	7	1	7	"FSR"
170	130	6	4	6	"FSR"
170	131	7	2	7	"FSR"
170	132	6	1	6	"FSR"
170	133	7	3	7	"FSR"
170	134	7	4	7	"FSR"
170	135	7	3	7	"FSR"
170	136	7	2	7	"FSR"
170	137	6	1	6	"FSR"
170	138	6	2	6	"FSR"
170	139	6	2	6	"FSR"
170	140	6	2	6	"FSR"
170	141	6	5	6	"FSR"
170	142	6	3	6	"FSR"
170	143	6	1	6	"FSR"
170	144	7	1	7	"FSR"
170	145	7	3	7	"FSR"
170	146	6	3	6	"FSR"
170	147	7	3	7	"FSR"
170	148	8	2	8	"FSR"
170	149	5	3	5	"FSR"
170	150	7	3	7	"FSR"
170	151	7	5	7	"FSR"
170	152	6	2	6	"FSR"
170	153	7	3	7	"FSR"
170	154	6	4	6	"FSR"
170	155	7	3	7	"FSR"
170	156	6	2	6	"FSR"
170	157	7	4	7	"FSR"
170	158	5	3	5	"FSR"
170	159	6	3	6	"FSR"
170	160	7	2	7	"FSR"
170	161	6	4	6	"FSR"
170	162	7	3	7	"FSR"
170	163	7	3	7	"FSR"
170	164	7	5	7	"FSR"
170	165	8	4	8	"FSR"
170	166	6	2	6	"FSR"
170	167	7	4	7	"FSR"
170	168	6	3	6	"FSR"
170	169	7	2	7	"FSR"
170	170	4	1	4	"FSR"
180	1	5	0	5	"FSR"
180	2	5	0	5	"FSR"
180	3	5	0	5	"FSR"
180	4	6	0	6	"FSR"
180	5	5	0	5	"FSR"
180	6	5	1	5	"FSR"
180	7	4	0	4	"FSR"
180	8	5	0	5	"FSR"
180	9	4	0	4	"FSR"
180	10	6	0	6	"FSR"
180	11	7	0	7	"FSR"
180	12	4	0	4	"FSR"
180	13	5	0	5	"FSR"
180	14	4	2	4	"FSR"
180	15	4	0	4	"FSR"
180	16	4	0	4	"FSR"
180	17	5	0	5	"FSR"
180	18	4	1	4	"FSR"
180	19	5	1	5	"FSR"
180	20	4	0	4	"FSR"
180	21	4	0	4	"FSR"
180	22	4	0	4	"FSR"
180	23	5	0	5	"FSR"
180	24	6	0	6	"FSR"
180	25	5	1	5	"FSR"
180	26	3	0	3	"FSR"
180	27	5	0	5	"FSR"
180	28	4	0	4	"FSR"
180	29	5	0	5	"FSR"
180	30	2	1	2	"FSR"
180	31	1	0	1	"FSR"
180	32	5	0	5	"FSR"
180	33	4	1	4	"FSR"
180	34	5	1	5	"FSR"
180	35	4	2	4	"FSR"
180	36	5	0	5	"FSR"
180	37	4	2	4	"FSR"
180	38	5	0	5	"FSR"
180	39	2	0	2	"FSR"
180	40	4	1	4	"FSR"
180	41	5	2	5	"FSR"
180	42	2	1	2	"FSR"
180	43	4	2	4	"FSR"
